"90x0,x755,23x5,6x61,8x28,7x45,5x1x,85x4,68x4,x139",15,0
"637,429,016,97,665,89,366,760,399,949",104,1
"2x34,058x,145x,x082,x201,40xx,x917,x460,576x,x160",194,0
"12,30,06,42,28,37,58,39,53,12",22,1
"356,438,943,797,734,400,208,984,788,762",14,1
"83,83,49,20,11,75,98,70,78,20",204,1
"13,99,41,33,34,65,80,13,32,79",104,1
"41,53,28,86,72,78,65,17,99,51",22,1
"785,932,879,391,040,836,365,141,138,540",261,1
"60,50,00,59,56,29,52,87,19,74",278,1
"3x51,x102,x831,0x40,474x,8x77,x946,x3x4,x486,87x2",277,0
"88,43,36,18,92,42,77,67,65,85",18,1
"17,08,22,81,43,10,37,67,78,09",177,1
"70,31,93,52,28,20,71,53,97,02",10,1
"69,95,81,41,49,11,19,35,58,83",166,1
"505x,4x50,8xx7,409x,325x,x013,x878,2x57,97x7,5x40",268,0
"444,121,784,744,361,803,791,976,943,005",18,1
"69,99,82,50,81,66,06,95,79,10",110,1
"52,73,96,23,29,99,13,32,85,94",297,1
"x252,x292,x433,x190,x309,01x7,03x8,x419,49x1,461x",14,0
"2x10,304x,x471,x757,x955,x989,x8x3,31x2,67x1,55x0",101,0
"39,16,26,22,99,00,62,82,25,74",182,1
"818x,7x77,x766,43x8,6x19,3x08,03x8,x812,890x,x062",137,0
"47,13,49,54,70,23,49,20,63,25",187,1
"9x32,0x88,7x61,4x15,x703,6x92,x98x,5xx7,8x87,x000",159,0
"x26x,18x2,1x69,x953,7x94,x897,x648,00xx,x5x4,x530",141,0
"7x67,9x30,666x,4x89,85x1,x638,8x97,04x9,x522,12x7",23,0
"566,734,477,03,007,291,442,173,118,107",211,1
"70,64,02,63,51,23,75,09,50,05",21,1
"105x,2x05,065x,x072,91x5,8x01,x6x1,75x8,897x,39xx",15,0
"6x45,530x,x291,68x7,x514,71x1,49x0,955x,7x83,8x77",19,0
"39,33,79,49,09,70,57,34,61,45",20,1
"04,95,50,88,76,89,17,60,32,59",109,1
"08,82,33,14,15,18,39,41,20,24",238,1
"9x27,8x95,x170,307x,x829,x037,5xx4,5x59,150x,70x8",161,0
"59,24,64,45,82,03,37,45,56,72",21,1
"10x4,174x,x484,298x,83x7,2x88,x346,67x8,519x,58x7",19,0
"52,06,11,50,41,03,94,78,37,12",15,1
"369x,x26x,904x,x70x,3x34,671x,6x88,6x43,7x18,837x",156,0
"x472,846x,xx11,xx99,7x12,46x5,9x21,27x6,7x08,504x",280,0
"223,190,229,398,163,270,395,668,932,037",101,1
"x1x1,7x05,731x,538x,78x0,56x8,x523,288x,2x28,7xx7",285,0
"94,42,31,15,94,66,64,50,46,45",16,1
"04,05,61,85,75,57,40,40,77,95",23,1
"17,68,80,96,44,43,64,87,51,64",19,1
"93,18,54,58,93,66,01,97,46,99",194,1
"92x7,5x2x,18x3,4x57,x1x5,x367,2x85,246x,04x6,957x",199,0
"31,58,04,17,90,11,94,69,51,65",132,1
"x615,355x,13x5,441x,493x,8x96,x254,3x3x,0x80,9x45",25,0
"925,14,468,264,775,52,23,008,436,788",166,1
"x360,x547,554x,350x,853x,028x,x72x,64x7,69x4,181x",13,0
"408x,xx34,8x37,0x90,x005,34x7,03x3,453x,x0x3,x921",286,0
"617x,3x44,x799,4x38,72x0,46x6,32x1,0x24,43x0,x270",13,0
"x012,869x,53x5,348x,1x69,x256,41x0,40x7,x290,x519",135,0
"31,29,39,00,15,91,50,59,42,75",17,1
"9x51,x155,954x,434x,57x9,5x01,652x,x89x,967x,15x1",21,0
"219x,141x,4x3x,378x,x044,76xx,x653,035x,x051,03x0",269,0
"27,45,97,46,55,11,62,87,61,79",13,1
"6x36,3x73,17x5,79x8,021x,5x20,1x78,4x45,650x,0x61",123,0
"12,22,26,65,16,25,54,02,49,34",213,1
"68x8,9x56,x203,x657,77x0,x159,xx92,2xx0,x107,202x",13,0
"17,43,59,63,82,08,80,64,41,73",169,1
"x919,158x,333x,228x,x633,4x07,xx14,4x13,x2x4,6x64",16,0
"3x19,x441,97x8,338x,x751,34x6,x589,1x07,55x9,378x",167,0
"78,66,74,27,28,87,92,54,01,50",238,1
"579x,8x90,605x,11x6,x082,811x,552x,27x7,3x85,8x55",104,0
"55,69,91,71,40,19,50,81,30,39",102,1
"91,16,60,27,20,26,28,09,87,61",129,1
"689,443,961,384,184,857,718,677,749,231",16,1
"01,40,40,88,86,31,64,33,79,50",228,1
"18,43,97,92,90,48,90,31,47,84",16,1
"707,513,559,852,209,80,578,403,629,708",217,1
"121x,19xx,227x,501x,7x62,4x11,77x0,xx10,243x,1xx0",29,0
"075,701,868,497,806,083,583,261,836,158",205,1
"14x1,6x19,10x6,x645,147x,56xx,x697,606x,88xx,x931",287,0
"21,31,62,19,39,78,57,60,84,31",20,1
"35x0,0x62,51x9,886x,322x,09x7,x889,95x9,xx07,119x",196,0
"40,17,77,26,81,45,70,78,48,10",124,1
"341x,x061,599x,0x36,397x,416x,x335,80x1,81x6,993x",148,0
"811,975,765,444,66,867,258,095,799,182",27,1
"12,93,29,05,77,08,53,58,58,51",232,1
"14,81,22,65,86,82,09,43,93,42",178,1
"78,67,56,51,93,92,48,93,49,50",103,1
"3x83,9xx8,7x84,4x17,363x,x203,9x46,42x1,39x0,552x",143,0
"48,35,54,23,74,06,48,56,15,94",19,1
"36,70,20,76,49,30,86,57,43,45",116,1
"85,78,96,21,45,92,42,83,32,53",13,1
"31x6,32x1,8x09,754x,x596,4x06,x7x6,538x,5x57,752x",11,0
"83,27,89,20,26,71,45,31,39,02",25,1
"99,09,15,38,60,04,21,58,21,55",185,1
"x074,x049,61x0,8x98,x206,x0x4,91x3,x107,2x37,694x",230,0
"18,29,26,58,54,52,64,60,41,13",13,1
"xx87,x1x3,010x,134x,57x9,x155,x197,x70x,x455,0x01",256,0
"44,73,17,03,95,50,08,81,49,84",11,1
"72,13,30,42,49,96,07,12,61,62",172,1
"14,66,27,71,00,00,94,44,86,74",21,1
"37,13,14,17,85,91,22,05,58,85",13,1
"821,575,729,323,331,229,252,626,089,097",279,1
"x631,x307,x628,75x5,x35x,762x,0x17,651x,6x79,04x3",164,0
"12,77,61,21,56,14,72,24,74,02",178,1
"x605,x6x9,061x,9xx6,x52x,522x,421x,55x2,405x,0x89",199,0
"225,102,697,178,54,162,148,472,408,54",18,1
"06,29,21,77,26,39,15,91,68,97",26,1
"53,46,01,18,04,95,54,15,96,80",21,1
"24,72,23,58,70,00,42,48,38,87",238,1
"7x29,3x35,53x3,x7x5,7x00,39x9,102x,77x7,569x,5x91",227,0
"x455,937x,87x5,x876,x79x,699x,2x99,64x0,9x46,x861",114,0
"32,49,06,23,11,52,49,22,39,96",27,1
"10,40,43,00,72,07,21,25,14,60",19,1
"74,62,78,08,58,62,89,02,56,56",180,1
"38,37,03,43,93,67,08,23,83,70",101,1
"14,91,28,82,69,91,37,44,34,00",213,1
"62,08,74,00,78,19,52,40,34,37",214,1
"568x,933x,107x,x7x2,421x,1x35,x237,37x9,966x,509x",115,0
"00,88,94,94,85,93,22,33,83,53",117,1
"82,80,86,31,04,98,93,16,81,48",134,1
"x216,846x,x009,71x0,08x8,17x5,x411,xx60,837x,8x66",219,0
"49x3,982x,5x30,76x8,x266,215x,x4x7,x303,x0x9,4x48",27,0
"077,756,838,576,166,481,820,810,137,229",271,1
"58,18,26,86,29,94,28,93,40,79",182,1
"16,35,98,19,89,93,00,57,42,82",203,1
"02,02,64,75,42,26,20,98,10,03",113,1
"13,11,73,96,10,08,00,91,55,69",21,1
"598,002,506,452,658,757,907,082,403,483",168,1
"1x43,24x2,x1x2,213x,8x05,0x16,916x,263x,x055,041x",237,0
"x681,x3x6,78x3,126x,5x10,52x8,04x8,1x92,8x57,186x",261,0
"990x,7x95,x717,100x,7x5x,2x57,41x2,27x8,x499,08x2",129,0
"71,72,03,57,99,34,93,93,71,17",20,1
"09,15,69,90,50,22,95,40,71,46",172,1
"76,59,64,96,86,76,75,41,93,44",168,1
"51,41,84,64,59,93,71,66,60,45",199,1
"32,49,10,94,52,40,73,51,74,66",172,1
"381,059,382,403,923,604,503,035,874,61",156,1
"351x,x936,x507,x2x3,62x5,365x,926x,89x5,3x27,807x",158,0
"48,58,71,17,91,96,08,19,55,00",21,1
"87,47,03,36,42,14,02,14,13,34",20,1
"93,47,14,98,33,56,31,67,18,59",194,1
"84,09,16,89,29,24,61,84,26,69",228,1
"72,68,51,99,32,54,85,08,80,64",24,1
"91,87,61,52,29,52,57,27,06,57",101,1
"47,74,39,24,71,23,49,80,53,15",161,1
"088x,126x,8xx0,0x6x,6x91,08x5,x191,528x,7x86,x710",29,0
"95x0,x328,52x6,8x81,x862,x313,x531,49x0,x0x4,45x6",11,0
"75,14,85,88,02,49,84,99,85,28",27,1
"63,25,00,53,57,28,53,31,12,39",267,1
"64,45,24,03,80,17,70,84,71,59",27,1
"529,667,925,724,719,792,521,050,573,266",196,1
"449x,x493,7x74,894x,63x6,x7x6,62x2,8x14,x133,x159",28,0
"1x97,x954,x547,81x9,16x2,778x,44xx,1xx2,x380,5x04",275,0
"x025,x40x,6x81,xx08,8x3x,4x05,28x5,20x1,xx74,06x4",25,0
"29,13,29,79,40,95,59,18,12,43",292,1
"22,04,61,73,53,74,14,90,66,17",252,1
"826,44,896,209,195,370,164,846,931,318",259,1
"921x,0xx3,xx10,7x07,40x1,6x17,x426,4xx8,6x57,185x",205,0
"340x,x500,89x6,50x1,x565,74x1,3x22,929x,x470,x691",283,0
"x506,4x78,x213,x500,0x49,137x,81x7,646x,004x,x609",175,0
"64,80,97,75,51,76,47,10,46,33",232,1
"457,923,181,098,446,156,903,887,505,76",246,1
"8x75,x196,62x8,48x3,924x,093x,x069,97x0,015x,6x69",19,0
"0xx8,438x,9x71,347x,x7x5,3x65,x493,6x72,98x6,878x",118,0
"97,86,03,14,12,45,49,33,20,57",234,1
"64,22,20,54,39,48,27,59,56,61",291,1
"x364,70x5,x499,x971,861x,413x,x668,x252,1x59,452x",204,0
"16,87,45,84,55,06,00,91,34,00",294,1
"66x3,670x,34x0,94x0,94x1,8x90,3x00,x888,09x5,2x28",21,0
"274x,06x7,x03x,55x7,793x,x151,81x9,46x9,6x00,x434",278,0
"8x39,2x23,620x,849x,x848,x434,x807,x603,987x,x139",142,0
"66,77,13,36,79,46,64,09,07,97",288,1
"65,11,50,47,51,99,75,31,35,61",206,1
"84x6,8x79,1x22,x772,51x5,0x58,33x1,85x0,2xx5,077x",287,0
"00,19,55,61,26,01,01,80,44,15",27,1
"858,896,847,641,153,112,442,457,216,793",134,1
"17,50,42,84,85,62,93,14,51,85",240,1
"95,15,07,34,06,36,45,13,70,19",148,1
"45,63,36,77,91,00,27,76,79,34",27,1
"32x9,171x,1x87,851x,94x9,x504,x439,0x73,86x0,9x79",128,0
"23,41,44,25,13,13,50,52,88,95",112,1
"x820,3x96,646x,36x5,72x5,5x54,95x9,101x,xx59,47x6",14,0
"x042,x031,55x6,x914,45x1,x892,417x,3x21,xx35,6x22",14,0
"637x,33x6,9x43,77x7,8x20,3x02,5x07,4x39,x440,8x64",165,0
"63,17,98,31,94,54,84,31,71,84",21,1
"0x55,x215,x101,x367,x793,x610,63x8,x031,27x5,x659",29,0
"74xx,x982,637x,640x,77x0,x779,63x2,x6x7,83x4,04xx",183,0
"x360,7xx9,185x,66xx,557x,0x19,84x6,8x06,35x4,85x8",29,0
"92,80,27,02,91,29,12,97,25,11",257,1
"02,16,76,68,68,44,10,11,79,38",163,1
"737,447,156,394,611,338,705,673,978,418",248,1
"x524,76x1,38x9,x818,8x9x,09x0,x693,x324,x687,x0x9",186,0
"91x5,2x42,78x6,920x,02x5,7x44,x94x,519x,0x58,9x46",223,0
"0x7x,x339,70x2,754x,x2x9,8x35,0x04,x180,x931,xx11",17,0
"34,05,52,99,85,98,04,69,45,44",208,1
"98,40,22,71,31,63,72,41,83,45",240,1
"04,49,61,58,81,51,11,94,28,62",12,1
"25x7,01x4,57x7,0x18,9xx6,1x39,970x,369x,5x26,592x",16,0
"26,20,96,20,89,41,07,40,07,54",16,1
"73,80,43,23,68,01,65,25,49,39",257,1
"21,37,93,72,53,64,07,14,52,55",20,1
"62,87,92,14,12,43,03,17,30,33",228,1
"2xx7,x96x,x54x,8x56,x27x,8x7x,5x99,x309,54x6,x250",27,0
"60,59,11,61,81,09,79,93,05,87",106,1
"92,50,37,19,67,76,39,54,86,22",178,1
"39,46,28,54,45,54,85,21,03,46",21,1
"45,05,93,68,32,01,98,94,34,58",159,1
"99,96,96,08,90,08,67,94,39,05",245,1
"853,753,978,614,695,836,57,889,254,460",121,1
"55,88,25,61,12,80,01,04,40,70",260,1
"19,48,41,83,71,25,72,59,67,03",24,1
"84,03,61,30,62,74,94,84,61,07",19,1
"52,56,99,42,45,20,51,12,30,88",286,1
"704x,4x02,4x79,9x41,49x5,72x5,036x,3x19,x938,15x8",18,0
"11,85,23,69,69,77,17,43,67,87",162,1
"58x3,xx96,x673,22x9,89x4,5x38,37x8,x106,46x5,63x1",17,0
"x441,10x3,4x45,4x91,31x8,892x,8x13,206x,4x3x,476x",223,0
"x661,69x6,3x42,239x,4x38,6x56,x148,x691,046x,595x",241,0
"94,17,53,68,11,15,31,23,86,98",12,1
"16,98,92,16,36,91,49,97,73,96",214,1
"5x34,91xx,176x,x254,x905,833x,9x1x,x639,017x,3x12",283,0
"88,09,60,89,07,20,33,61,61,36",211,1
"76,17,26,69,70,73,18,09,34,15",250,1
"896,289,955,019,512,389,451,441,613,776",191,1
"61x6,4x85,714x,272x,x821,092x,82x1,x933,x246,44xx",125,0
"52,36,37,80,10,54,10,65,88,37",15,1
"65,90,78,20,67,22,07,77,49,01",13,1
"13,69,64,16,81,09,24,33,70,25",221,1
"68,97,49,22,03,94,97,62,49,68",235,1
"07x9,611x,518x,x4x9,7x8x,x812,x885,x625,65x8,49x3",181,0
"15,47,85,42,53,07,63,35,18,54",11,1
"76,49,13,06,43,22,08,67,53,51",23,1
"03,22,14,67,11,09,06,00,72,86",108,1
"037x,65x8,09x9,x76x,93x1,329x,3xx2,x140,x984,x298",27,0
"39x4,75x8,747x,x221,x920,x250,x658,2x7x,601x,0x88",27,0
"570,375,994,240,109,233,609,547,400,64",266,1
"88,99,64,95,27,20,40,04,17,69",188,1
"72,45,42,75,96,96,04,35,48,76",25,1
"24xx,8xx7,8x11,7x38,x723,015x,663x,31x8,0x62,x425",16,0
"94,49,90,22,14,13,03,33,40,31",219,1
"x674,508x,x211,3x76,288x,09x5,8x75,0x0x,53x9,7x19",115,0
"20,42,74,88,99,97,59,37,22,63",14,1
"23x7,21x5,35x9,016x,129x,67x5,967x,848x,30x4,x622",102,0
"326x,481x,x704,x740,7x71,x487,7xx0,x523,4x34,x6x8",29,0
"2x6x,x726,72x5,x28x,x700,x7x8,381x,x876,629x,x384",229,0
"0x56,77x9,47x9,78x9,2x24,875x,25x2,x203,6x31,xx35",168,0
"06,10,03,20,01,17,25,74,66,97",15,1
"82x4,x821,50x3,x108,x8x8,01x7,x847,10x4,x576,x982",295,0
"83,57,13,68,99,51,52,19,27,32",17,1
"18,04,70,94,14,33,83,39,67,86",172,1
"51,68,39,71,03,49,10,26,69,71",25,1
"37x5,2x93,496x,x204,69x3,3x58,86x2,6x0x,x607,3x43",199,0
"59,74,09,92,20,51,79,98,27,97",28,1
"28,47,87,68,59,86,89,34,74,44",21,1
"60,51,12,66,00,95,07,34,05,67",109,1
"34,73,35,80,99,51,60,26,15,06",276,1
"95,37,19,92,52,07,69,54,05,85",108,1
"25,86,94,70,36,66,87,65,12,72",144,1
"220x,0x53,627x,x136,90x1,92x9,4x95,1x67,xx15,638x",291,0
"15,40,22,99,12,64,01,76,27,85",19,1
"x691,216x,61x9,x610,44xx,381x,775x,4x6x,29x5,x367",22,0
"78,34,26,24,21,36,12,35,27,02",196,1
"x2x8,03x4,058x,88xx,606x,1x39,5xx1,x540,9x94,258x",292,0
"23,215,137,651,674,745,424,469,035,563",187,1
"347x,x096,4x40,888x,9x46,815x,781x,7x71,08x1,x209",13,0
"29,81,81,91,78,27,10,36,26,86",25,1
"012x,23x6,x283,36xx,x643,0x55,2x83,26x7,764x,3xx2",126,0
"x013,x016,7x92,5x97,33x7,x059,297x,057x,x0x3,31xx",27,0
"9x13,x917,47x0,47x7,2x05,713x,07x6,087x,61x6,17x2",156,0
"08,46,28,82,06,08,91,64,42,91",258,1
"61,52,28,02,40,52,04,08,12,96",18,1
"76,59,52,01,96,09,05,37,24,53",166,1
"65,26,68,83,93,28,21,90,90,86",152,1
"49,64,64,25,77,64,54,31,89,55",18,1
"87,59,57,34,78,44,16,99,57,99",280,1
"89x7,7x28,7x84,x526,x687,636x,057x,3x80,x299,5x88",21,0
"61,73,82,15,88,91,66,94,80,69",281,1
"72,30,29,62,52,35,01,95,34,90",192,1
"x810,35x7,223x,46x9,508x,x241,0x08,x827,1x22,010x",221,0
"3x17,234x,8xx6,2x79,844x,726x,3x78,9x30,2x10,x556",248,0
"11,64,35,92,72,33,52,15,65,86",146,1
"21x6,755x,81x8,5x58,2x82,791x,x140,13x2,11x0,913x",171,0
"9x58,2x73,24x8,x493,x508,x068,x51x,5x86,x433,51x8",249,0
"29xx,x454,4x49,x655,6x1x,012x,x521,x261,00x9,4x79",274,0
"04x7,875x,88x1,61x4,01x0,879x,63x8,0x34,7x55,370x",277,0
"76,06,99,74,36,34,41,62,66,34",19,1
"49,46,27,82,00,75,21,50,47,02",133,1
"24,78,26,45,32,09,56,21,75,46",23,1
"0x28,5x80,05x6,708x,3xx1,xx92,538x,09x7,304x,17x4",272,0
"22x8,68x6,675x,6x05,x696,53x2,9xx5,696x,242x,847x",268,0
"436,454,861,902,057,884,230,846,66,339",106,1
"37,49,14,25,02,83,10,31,96,77",186,1
"60,72,91,17,33,57,10,52,26,90",105,1
"03,26,92,05,63,93,88,31,34,34",14,1
"62,09,44,30,40,79,04,90,51,79",11,1
"75,91,77,28,13,38,74,58,06,88",267,1
"56,94,72,59,45,04,53,87,78,65",15,1
"54,33,04,94,63,26,74,34,96,24",122,1
"80,12,03,57,97,09,23,51,79,80",23,1
"374,61,278,527,164,38,601,332,504,004",218,1
